,player_name,height,weight,birth_date,active_from,active_to,position,years_played_NBA,college,NBA_g_played,NBA_per,NBA_fg%,NBA_ppg,NBA_ft%,NBA_fgpg,NBA_fgapg,NBA_ftpg,NBA_ftapg,NBA_3ptpg,NBA_3ptapg,NBA_3pt%,NBA_efg%,NCAA_fg%,NCAA_games,NCAA_ppg,NCAA_ft,NCAA_fgpg,NCAA_fgapg,NCAA_ftpg,NCAA_ftapg,NCAA_3ptpg,NCAA_3ptapg,NCAA_3pt%,go_college
2585,Rock Lee,82,220.0,1955-05-01,1982,1982,C,0,"California, San Diego State",2,1.0,0.5,1.0,0.0,0.5,1.0,0.0,2.0,0.0,0.0,0.0,0.5,0.431,100.0,4.7,0.728,1.8,4.3,1.1,1.5,0.0,0.0,0.0,True
2586,Ron Lee,76,193.0,1952-11-02,1977,1982,G,5,Oregon,448,12.4,0.416,7.3,0.705,2.9,7.0,1.5,2.1,0.2,0.6,0.321,0.423,0.418,112.0,18.6,0.738,7.5,17.9,3.7,4.9,0.0,0.0,0.0,True
2587,Russ Lee,77,185.0,1950-01-27,1973,1975,G-F,2,Marshall,97,14.0,0.391,2.9,0.685,1.2,3.1,0.5,0.8,0.0,0.0,0.0,,0.45,76.0,23.9,0.712,9.7,21.6,4.4,6.2,0.0,0.0,0.0,True
2588,Saben Lee,74,183.0,1999-06-23,2021,2022,G,1,Vanderbilt,56,13.4,0.456,5.3,0.677,1.9,4.3,1.2,1.8,0.2,0.6,0.286,0.477,0.471,96.0,13.9,0.718,4.6,9.7,3.9,5.4,0.9,2.8,0.328,True
2589,Ed Leede,75,185.0,1927-07-17,1950,1951,F-G,1,Dartmouth College,121,-,0.334,7.8,0.719,2.4,7.2,3.0,4.2,0.0,0.0,0.0,,,50.0,14.8,1.022,5.6,,3.6,3.6,0.0,0.0,0.0,True
2590,Hank Lefkowitz,74,190.0,1923-08-31,1947,1947,F,0,Case Western Reserve University,24,-,0.193,2.1,0.538,0.9,4.8,0.3,0.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
2591,Tim Legler,76,200.0,1966-12-26,1990,2000,G,10,La Salle,310,13.6,0.447,7.0,0.84,2.5,5.5,1.3,1.5,0.8,1.9,0.431,0.523,0.486,121.0,14.0,0.791,5.5,11.3,1.8,2.2,,,0.456,True
2592,George Lehmann,72,180.0,1942-05-01,1968,1974,G,6,Campbell,376,12.8,0.418,11.9,0.841,4.3,10.3,2.2,2.6,1.3,3.6,0.365,0.471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
2593,Walt Lemon Jr.,75,180.0,1992-07-26,2018,2019,G,1,Bradley,11,14.7,0.437,9.4,0.714,4.1,9.4,0.9,1.3,0.3,0.5,0.5,0.451,0.442,130.0,13.2,0.719,4.8,10.9,2.8,3.9,0.8,2.5,0.321,True
2594,Alex Len,84,250.0,1993-06-16,2014,2022,C,8,Maryland,544,15.3,0.506,7.8,0.685,3.0,5.9,1.6,2.3,0.2,0.6,0.336,0.523,0.538,60.0,9.7,0.663,3.8,7.0,2.2,3.3,0.0,0.2,0.111,True
2595,Voshon Lenard,76,205.0,1973-05-14,1996,2006,G,10,Minnesota,565,13.8,0.415,11.9,0.787,4.3,10.4,1.6,2.1,1.7,4.3,0.384,0.494,0.448,127.0,16.6,0.802,5.7,12.7,3.0,3.7,2.2,5.9,0.366,True
2596,Leary Lentz,78,200.0,1945-02-23,1968,1969,F,1,Houston,148,12.0,0.405,8.0,0.66,3.2,8.0,1.5,2.3,0.0,0.0,0.0,0.405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
2597,Gary Leonard,85,250.0,1967-02-16,1990,1992,C,2,Missouri,31,8.6,0.459,1.4,0.5,0.5,1.2,0.3,0.6,0.0,0.0,0.0,0.459,0.56,132.0,6.4,0.516,2.6,4.7,1.2,2.3,,,,True
2598,Kawhi Leonard,79,225.0,1991-06-29,2012,2021,F,9,San Diego State,576,23.4,0.493,19.2,0.858,6.9,14.0,3.9,4.5,1.5,3.9,0.384,0.547,0.449,70.0,14.1,0.744,5.4,12.0,2.8,3.7,0.6,2.3,0.25,True
2599,Meyers Leonard,84,260.0,1992-02-27,2013,2021,C-F,8,Illinois,447,12.0,0.482,5.6,0.809,2.1,4.4,0.6,0.7,0.7,1.9,0.39,0.564,0.567,65.0,7.7,0.729,3.0,5.4,1.6,2.2,0.0,0.2,0.083,True
2600,Slick Leonard,75,185.0,1932-07-17,1957,1963,G,6,Indiana,426,10.2,0.349,9.9,0.745,3.7,10.6,2.5,3.3,0.0,0.0,0.0,,0.332,71.0,15.5,0.667,6.1,18.4,3.3,4.9,0.0,0.0,0.0,True
2601,Jim Les,71,165.0,1963-08-18,1989,1995,G,6,"Cleveland State University, Bradley",321,12.4,0.397,3.8,0.818,1.2,2.9,0.8,1.0,0.6,1.5,0.396,0.501,0.475,118.0,9.7,0.773,3.7,7.8,2.3,2.9,,,,True
2602,Travis Leslie,76,205.0,1990-03-29,2012,2012,G,0,Georgia,10,14.6,0.357,1.4,0.444,0.5,1.4,0.4,0.9,0.0,0.0,0.0,0.357,0.482,90.0,12.2,0.743,4.6,9.6,2.7,3.7,0.2,0.6,0.333,True
2603,Ronnie Lester,74,175.0,1959-01-01,1981,1986,G,5,Iowa,250,13.0,0.469,7.3,0.788,2.7,5.8,1.8,2.3,0.0,0.1,0.227,0.47,0.471,99.0,16.9,0.774,6.3,13.3,4.4,5.6,0.0,0.0,0.0,True
2604,Clifford Lett,75,170.0,1965-12-23,1990,1991,G,1,Florida,11,3.4,0.432,3.5,0.667,1.5,3.4,0.5,0.8,0.0,0.1,0.0,0.432,0.486,130.0,5.9,0.667,2.0,4.1,1.5,2.3,,,0.353,True
2605,Jon Leuer,82,228.0,1989-05-14,2012,2019,F,7,Wisconsin,377,14.5,0.484,6.4,0.767,2.6,5.4,0.8,1.1,0.3,1.0,0.328,0.515,0.482,123.0,11.2,0.723,4.2,8.7,2.0,2.7,0.8,2.2,0.368,True
2606,Andrew Levane,74,190.0,1920-04-11,1949,1953,F-G,4,St. John's,103,-4.1,0.31,4.5,0.633,1.9,6.2,0.7,1.1,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
2607,Fat Lever,75,170.0,1960-08-18,1983,1994,G,11,Arizona State,752,17.8,0.447,13.9,0.771,5.6,12.6,2.4,3.1,0.2,0.7,0.31,0.455,0.45,113.0,10.1,0.753,3.7,8.2,2.7,3.5,0.0,0.0,0.0,True
2608,Cliff Levingston,80,210.0,1961-01-04,1983,1995,F,12,Wichita State,830,13.8,0.516,7.1,0.676,2.8,5.5,1.5,2.2,0.0,0.0,0.152,0.516,0.538,91.0,16.2,0.621,6.6,12.2,3.0,4.9,0.0,0.0,0.0,True
2609,Bobby Lewis,75,175.0,1945-03-20,1968,1971,G,3,UNC,255,9.7,0.381,5.8,0.712,2.2,5.8,1.4,1.9,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
2610,Cedric Lewis,82,235.0,1969-09-24,1996,1996,F-C,0,Maryland,3,62.7,0.667,1.3,0.0,0.7,1.0,0.0,0.0,0.0,0.0,0.0,0.667,0.476,95.0,5.6,0.545,2.1,4.4,1.5,2.7,0.0,0.0,,True
2611,Freddie Lewis,74,195.0,1921-01-06,1949,1950,F-G,1,Eastern Kentucky University,95,-,0.312,8.4,0.765,3.3,10.7,1.7,2.2,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
2612,Freddie Lewis,72,175.0,1943-07-01,1967,1977,G,10,Arizona State,750,15.0,0.432,16.0,0.817,5.7,13.3,4.2,5.1,0.4,1.4,0.28,0.446,0.448,53.0,18.2,0.794,6.4,14.4,5.3,6.7,0.0,0.0,0.0,True
2613,Grady Lewis,79,215.0,1917-03-25,1947,1949,F-C,2,Oklahoma,139,-,0.252,5.4,0.595,2.0,7.8,1.5,2.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
2614,Kira Lewis Jr.,73,170.0,2001-04-06,2021,2022,G,1,Alabama,73,9.7,0.385,6.2,0.828,2.4,6.3,0.7,0.8,0.7,2.3,0.302,0.44,0.447,65.0,15.9,0.793,5.6,12.5,3.0,3.8,1.7,4.7,0.362,True
2615,Martin Lewis,77,210.0,1975-04-28,1996,1997,F,1,"Butler County Community College, Seward County Community College",25,11.2,0.473,3.6,0.593,1.4,3.0,0.6,1.1,0.1,0.4,0.3,0.493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
2616,Mike Lewis,80,225.0,1946-03-18,1969,1974,C-F,5,Duke,337,17.6,0.498,12.1,0.735,4.8,9.6,2.5,3.5,0.0,0.0,0.0,0.498,0.557,84.0,16.9,0.76,6.5,11.6,4.0,5.2,0.0,0.0,0.0,True
2617,Quincy Lewis,79,215.0,1977-06-26,2000,2004,F,4,Minnesota,159,6.7,0.397,3.6,0.71,1.5,3.7,0.4,0.6,0.2,0.7,0.333,0.429,0.46,127.0,12.7,0.723,4.8,10.4,2.1,2.9,1.0,2.9,0.344,True
2618,Ralph Lewis,78,200.0,1963-03-28,1988,1990,F-G,2,La Salle,99,8.5,0.414,2.3,0.562,0.9,2.2,0.5,0.9,0.0,0.0,0.25,0.416,0.53,116.0,15.6,0.705,5.8,11.0,3.9,5.5,,,,True
2619,Rashard Lewis,82,215.0,1979-08-08,1999,2014,F,15,nan,1049,16.8,0.452,14.9,0.805,5.4,11.9,2.4,3.0,1.7,4.4,0.386,0.524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2620,Reggie Lewis,79,195.0,1965-11-21,1988,1993,G-F,5,Northeastern University,450,17.1,0.488,17.6,0.824,7.1,14.6,3.3,4.0,0.1,0.3,0.2,0.49,0.497,122.0,22.2,0.756,8.5,17.2,4.9,6.4,,,0.33,True
2621,Marcus Liberty,80,205.0,1968-10-27,1991,1994,F,3,Illinois,267,12.2,0.417,7.3,0.664,2.9,7.0,1.2,1.7,0.2,0.7,0.34,0.435,0.495,65.0,12.6,0.769,5.0,10.0,2.5,3.2,0.2,0.5,0.424,True
2622,Todd Lichti,76,205.0,1967-01-08,1990,1994,G-F,4,Stanford,237,12.2,0.46,7.9,0.789,3.1,6.7,1.6,2.1,0.1,0.3,0.244,0.466,0.538,124.0,18.8,0.84,6.6,12.3,4.7,5.6,,,0.477,True
2623,Barry Liebowitz,74,180.0,1945-09-10,1968,1968,G,0,Long Island University,82,9.5,0.367,10.9,0.805,3.9,10.6,3.0,3.8,0.1,0.5,0.154,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
2624,DeAndre Liggins,78,209.0,1988-03-31,2012,2018,G,6,Kentucky,177,7.3,0.402,2.0,0.549,0.7,1.8,0.3,0.5,0.2,0.7,0.352,0.469,0.407,100.0,5.8,0.643,1.9,4.8,1.3,2.0,0.6,1.9,0.332,True
2625,Bill Ligon,76,180.0,1952-05-29,1975,1975,G,0,Vanderbilt,38,11.8,0.385,3.3,0.64,1.4,3.8,0.4,0.7,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
2626,Goose Ligon,79,210.0,1944-02-22,1968,1974,F-C,6,nan,434,15.9,0.487,12.8,0.643,4.8,9.8,3.3,5.1,0.0,0.1,0.125,0.488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2627,Damian Lillard,74,195.0,1990-07-15,2013,2022,G,9,Weber State,701,22.3,0.438,24.6,0.894,8.1,18.4,5.5,6.1,3.0,8.1,0.373,0.519,0.446,104.0,18.6,0.867,5.6,12.6,5.0,5.8,2.4,6.1,0.39,True
2628,Jeremy Lin,75,200.0,1988-08-23,2011,2019,G,8,Harvard University,480,15.3,0.433,11.6,0.809,3.9,9.1,2.8,3.5,0.9,2.7,0.342,0.485,0.481,115.0,12.9,0.733,4.4,9.1,3.2,4.3,0.9,2.8,0.333,True
2629,Steve Lingenfelter,81,225.0,1958-06-10,1983,1984,F,1,"Minnesota, South Dakota State",10,3.1,0.714,1.0,0.0,0.5,0.7,0.0,0.6,0.0,0.0,0.0,0.714,0.459,28.0,2.6,0.563,1.0,2.2,0.6,1.1,0.0,0.0,0.0,True
2630,Alton Lister,84,240.0,1958-10-01,1982,1998,C-F,16,Arizona State,953,12.9,0.512,6.6,0.597,2.6,5.1,1.3,2.2,0.0,0.0,0.111,0.512,0.523,82.0,12.0,0.611,4.8,9.2,2.3,3.8,0.0,0.0,0.0,True
2631,Nassir Little,77,220.0,2000-02-11,2020,2022,F,2,UNC,116,11.8,0.462,4.8,0.746,1.8,3.8,0.8,1.0,0.5,1.7,0.308,0.53,0.478,36.0,9.8,0.77,3.6,7.6,2.1,2.8,0.4,1.4,0.269,True
2632,Samuel Little,72,180.0,1946-03-29,1970,1970,G,0,Delta State University,3,10.3,0.5,1.7,1.0,0.7,1.3,0.3,0.3,0.0,0.3,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
2633,Gene Littles,72,160.0,1943-06-29,1970,1975,G,5,High Point University,450,13.5,0.476,9.0,0.738,3.6,7.5,1.8,2.5,0.1,0.2,0.24,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
2634,Randy Livingston,76,209.0,1975-04-02,1997,2007,G,10,LSU,203,10.0,0.406,3.8,0.771,1.5,3.7,0.6,0.8,0.2,0.5,0.351,0.429,0.392,29.0,10.4,0.72,3.6,9.2,2.5,3.4,0.7,2.9,0.247,True
2635,Shaun Livingston,79,192.0,1985-09-11,2005,2019,G,14,nan,833,12.5,0.486,6.3,0.794,2.6,5.3,1.1,1.4,0.0,0.1,0.178,0.488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2636,Ron Livingstone,82,220.0,1925-10-09,1950,1951,C,1,"Saint Mary's, Wyoming",117,-,0.286,6.3,0.692,2.3,8.0,1.7,2.4,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
2637,Horacio Llamas,83,285.0,1973-07-17,1997,1998,C,1,Grand Canyon University,28,10.0,0.469,2.1,0.611,0.8,1.8,0.4,0.6,0.0,0.1,0.333,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
2638,Bobby Lloyd,74,184.0,1946-01-03,1968,1969,G,1,Rutgers University,125,13.9,0.407,9.0,0.872,2.9,7.1,3.1,3.6,0.1,0.3,0.385,0.415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
2639,Chuck Lloyd,80,220.0,1947-05-22,1971,1971,C-F,0,Yankton College,14,17.4,0.451,4.7,0.667,1.6,3.6,1.4,2.1,0.0,0.0,0.0,0.451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
2640,Earl Lloyd,77,200.0,1928-04-03,1951,1960,F-C,9,West Virginia State University,560,10.6,0.356,8.4,0.75,3.2,8.8,2.1,2.7,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
2641,Lewis Lloyd,78,205.0,1959-02-22,1982,1990,G-F,8,Drake University,388,16.4,0.524,13.2,0.771,5.6,10.7,2.0,2.6,0.0,0.1,0.213,0.525,0.549,56.0,28.2,0.724,11.1,20.2,5.9,8.2,0.0,0.0,0.0,True
2642,Scott Lloyd,82,230.0,1952-12-19,1977,1983,C-F,6,Arizona State,372,8.5,0.425,4.6,0.718,1.7,4.1,1.1,1.5,0.0,0.0,0.286,0.426,0.499,83.0,13.2,0.713,5.4,10.7,2.4,3.4,0.0,0.0,0.0,True
2643,Riney Lochmann,78,215.0,1944-05-26,1968,1970,F,2,Kansas,170,9.5,0.405,4.3,0.606,1.7,4.3,0.8,1.3,0.0,0.1,0.313,0.409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
2644,Bob Lochmueller,77,185.0,1927-06-05,1953,1953,F,0,Louisville,62,9.0,0.322,3.7,0.607,1.3,4.0,1.2,2.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
2645,Rob Lock,81,225.0,1966-05-22,1989,1989,F,0,Kentucky,20,5.3,0.281,1.5,0.8,0.5,1.6,0.6,0.8,0.0,0.0,0.0,0.281,0.538,117.0,5.9,0.622,2.2,4.1,1.5,2.5,,,,True
2646,Darrell Lockhart,81,245.0,1960-09-14,1984,1984,C,0,Auburn,2,1.6,1.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.533,111.0,11.1,0.74,4.8,9.1,1.5,2.0,0.0,0.0,0.0,True
2647,Ian Lockhart,80,240.0,1967-06-25,1991,1991,F,0,Tennessee,1,76.3,1.0,4.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,0.521,110.0,7.9,0.632,3.1,6.0,1.7,2.6,0.0,0.0,0.0,True
2648,Kevin Loder,78,205.0,1959-03-15,1982,1984,F-G,2,"Kentucky State University, Alabama State University",148,11.9,0.461,5.9,0.695,2.5,5.3,0.9,1.4,0.0,0.2,0.261,0.465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
2649,Don Lofgran,77,200.0,1929-11-08,1951,1954,F-C,3,San Francisco,209,11.7,0.329,6.1,0.692,2.1,6.3,1.9,2.7,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
2650,Zach Lofton,76,180.0,1992-11-18,2019,2019,G,0,"Illinois State, Texas Southern, New Mexico State",1,-10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.413,99.0,16.2,0.777,5.2,12.5,4.1,5.3,1.7,5.3,0.322,True
2651,Henry Logan,72,180.0,1946-03-14,1969,1970,G,1,Western Carolina University,108,13.7,0.466,11.6,0.705,4.2,8.9,3.3,4.7,0.0,0.1,0.143,0.467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
2652,John Logan,74,175.0,1921-01-01,1947,1951,G,4,Indiana,258,-,0.312,12.4,0.767,4.4,14.0,3.7,4.8,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
2653,Brad Lohaus,83,230.0,1964-09-29,1988,1998,F-C,10,Iowa,656,12.3,0.44,5.9,0.733,2.4,5.3,0.6,0.8,0.6,1.7,0.361,0.496,0.467,115.0,6.3,0.695,2.4,5.2,1.2,1.8,,,0.356,True
2654,Art Long,81,250.0,1972-10-01,2001,2003,F-C,2,Cincinnati,98,9.7,0.458,3.5,0.485,1.5,3.3,0.5,1.0,0.0,0.0,0.667,0.461,0.489,65.0,10.5,0.556,4.5,9.3,1.4,2.6,0.0,0.1,0.111,True
2655,Grant Long,80,225.0,1966-03-12,1989,2003,F,14,Eastern Michigan,1003,13.3,0.467,9.5,0.761,3.5,7.4,2.5,3.3,0.1,0.3,0.283,0.472,0.549,114.0,12.9,0.725,4.8,8.7,3.4,4.7,,,,True
2656,John Long,77,195.0,1956-08-28,1979,1997,G-F,18,Detroit Mercy,893,14.2,0.467,13.6,0.862,5.7,12.2,2.0,2.4,0.1,0.4,0.322,0.472,0.484,110.0,19.7,0.778,8.5,17.7,2.6,3.4,0.0,0.0,0.0,True
2657,Paul Long,74,180.0,1944-02-08,1968,1971,G,3,Wake Forest,80,14.7,0.429,3.9,0.765,1.5,3.4,0.9,1.2,0.0,0.0,0.0,0.429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
2658,Shawn Long,81,255.0,1993-01-29,2017,2017,C-F,0,Louisiana,18,24.1,0.56,8.2,0.543,3.4,6.1,1.1,1.9,0.4,1.1,0.368,0.592,0.503,135.0,17.3,0.676,6.5,12.8,3.6,5.3,0.8,2.4,0.341,True
2659,Willie Long,80,225.0,1950-03-01,1972,1974,F-C,2,New Mexico,213,12.9,0.421,11.4,0.774,4.2,10.1,2.9,3.7,0.0,0.0,0.0,0.421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
2660,Luc Longley,86,265.0,1969-01-19,1992,2001,C,9,New Mexico,567,11.8,0.462,7.2,0.76,3.0,6.4,1.3,1.7,0.0,0.0,0.0,0.462,0.586,132.0,13.4,0.735,5.3,9.0,2.9,3.9,0.0,0.0,0.0,True
2661,Kevon Looney,81,222.0,1996-02-06,2016,2022,F-C,6,UCLA,305,14.6,0.564,4.4,0.603,1.9,3.3,0.6,1.0,0.0,0.2,0.175,0.569,0.47,36.0,11.6,0.626,4.2,8.9,2.6,4.1,0.6,1.5,0.415,True
2662,Brook Lopez,84,282.0,1988-04-01,2009,2022,C,13,Stanford,856,19.2,0.494,16.5,0.796,6.3,12.7,3.1,3.9,0.7,2.2,0.34,0.523,0.48,53.0,16.0,0.764,6.1,12.7,3.7,4.9,0.1,0.4,0.143,True
2663,Felipe López,77,199.0,1974-12-19,1999,2002,G,3,St. John's,249,11.5,0.432,5.8,0.659,2.2,5.1,1.2,1.8,0.2,0.6,0.327,0.451,0.415,114.0,16.9,0.657,5.9,14.2,3.9,5.9,1.3,4.4,0.296,True
2664,Raül López,73,170.0,1980-04-15,2004,2005,G,1,nan,113,12.2,0.429,6.5,0.853,2.5,5.8,1.1,1.3,0.4,1.2,0.346,0.464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2665,Robin Lopez,84,281.0,1988-04-01,2009,2022,C,13,Stanford,911,16.0,0.536,8.8,0.746,3.7,6.8,1.4,1.9,0.1,0.2,0.291,0.54,0.511,67.0,9.0,0.612,3.5,6.9,1.9,3.1,0.0,0.0,0.5,True
2666,Ryan Lorthridge,76,190.0,1972-07-27,1995,1995,G,0,Jackson State University,37,12.9,0.475,7.4,0.648,2.9,6.0,1.5,2.4,0.1,0.4,0.214,0.482,0.473,87.0,11.4,0.713,4.3,9.0,2.3,3.2,0.6,1.9,0.327,True
2667,Jim Loscutoff,77,220.0,1930-02-04,1956,1964,F,8,Oregon,511,8.3,0.345,6.2,0.653,2.6,7.6,1.0,1.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
2668,Plummer Lott,77,210.0,1945-12-11,1968,1969,F-G,1,Seattle University,67,4.1,0.294,2.2,0.583,0.9,3.2,0.3,0.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
2669,Kevin Loughery,75,190.0,1940-03-28,1963,1973,G,10,"Boston College, St. John's",755,13.7,0.413,15.3,0.803,5.9,14.3,3.5,4.3,0.0,0.0,0.0,,0.437,70.0,14.1,0.749,5.8,13.2,2.6,3.5,0.0,0.0,0.0,True
2670,Didi Louzada,77,188.0,1999-02-07,2021,2022,G,1,nan,5,-0.9,0.188,1.6,0.0,0.6,3.2,0.0,0.0,0.4,2.2,0.182,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2671,Bob Love,80,215.0,1942-12-08,1967,1977,F,10,Southern University and A&M College,789,14.9,0.429,17.6,0.805,6.9,16.1,3.8,4.7,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
2672,Kevin Love,80,251.0,1988-09-07,2009,2022,F,13,UCLA,750,21.3,0.441,17.9,0.829,5.9,13.4,4.4,5.3,1.7,4.7,0.369,0.505,0.559,39.0,17.5,0.767,5.8,10.4,5.1,6.6,0.7,2.1,0.354,True
2673,Stan Love,81,215.0,1949-04-09,1972,1975,F,3,Oregon,239,13.2,0.44,6.6,0.751,2.7,6.2,1.2,1.6,0.0,0.0,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
2674,Clyde Lovellette,81,234.0,1929-09-07,1954,1964,C-F,10,Kansas,704,21.6,0.443,17.0,0.757,6.8,15.3,3.4,4.5,0.0,0.0,0.0,,0.452,77.0,24.5,0.688,10.1,22.2,4.4,6.4,0.0,0.0,0.0,True
2675,Sidney Lowe,72,195.0,1960-01-21,1984,1990,G,6,NC State,193,10.4,0.367,2.9,0.764,1.0,2.8,0.8,1.1,0.0,0.2,0.133,0.37,0.471,120.0,8.4,0.754,2.9,6.1,2.7,3.5,0.0,0.0,0.0,True
2676,Charlie Lowery,75,185.0,1949-11-12,1972,1972,G,0,University of Puget Sound,20,10.5,0.447,2.3,0.611,0.9,1.9,0.6,0.9,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
2677,Kyle Lowry,72,196.0,1986-03-25,2007,2022,G,15,Villanova,978,18.2,0.424,14.8,0.813,4.8,11.2,3.4,4.2,1.9,5.2,0.366,0.508,0.449,57.0,9.5,0.737,3.2,7.1,2.9,4.0,0.2,0.7,0.325,True
2678,Jordan Loyd,76,210.0,1993-07-27,2019,2019,G,0,"Furman University, University of Indianapolis",12,16.3,0.444,2.4,0.818,0.7,1.5,0.8,0.9,0.3,0.7,0.5,0.556,0.367,28.0,5.9,0.661,2.0,5.4,1.5,2.2,0.5,1.9,0.259,True
2679,Al Lucas,75,195.0,1922-07-04,1949,1949,F-G,0,Fordham,2,-,0.333,1.0,0.0,0.5,1.5,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
2680,Jerry Lucas,80,230.0,1940-03-30,1964,1974,F-C,10,Ohio State,829,18.9,0.499,17.0,0.783,6.9,13.8,3.2,4.1,0.0,0.0,0.0,,0.624,82.0,24.3,0.777,9.5,15.2,5.3,6.9,0.0,0.0,0.0,True
2681,John Lucas,75,175.0,1953-10-31,1977,1990,G,13,Maryland,928,15.9,0.449,10.7,0.776,4.2,9.4,2.0,2.6,0.4,1.2,0.303,0.463,0.525,110.0,18.3,0.778,7.8,14.9,2.6,3.4,0.0,0.0,0.0,True
2682,Kalin Lucas,73,195.0,1989-05-24,2015,2019,G,4,Michigan State,2,8.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.5,0.0,0.0,0.425,141.0,14.2,0.796,4.8,11.2,3.6,4.5,1.1,2.8,0.377,True
2683,Maurice Lucas,81,215.0,1952-02-18,1975,1988,F-C,13,Marquette,1021,16.2,0.471,14.6,0.765,5.8,12.3,2.9,3.8,0.0,0.1,0.143,0.472,0.494,60.0,15.7,0.759,6.6,13.4,2.4,3.2,0.0,0.0,0.0,True
2684,John Lucas III,71,166.0,1982-11-21,2006,2017,G,11,"Baylor, Oklahoma State",242,11.8,0.383,4.7,0.768,1.9,4.9,0.3,0.4,0.7,2.0,0.344,0.452,0.445,126.0,14.9,0.869,5.3,11.9,2.1,2.4,2.2,5.8,0.383,True
2685,Ted Luckenbill,78,205.0,1939-07-27,1962,1963,F,1,Houston,87,8.3,0.367,2.3,0.604,0.8,2.2,0.7,1.1,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
