,player_name,height,weight,birth_date,active_from,active_to,position,years_played_NBA,college,NBA_g_played,NBA_per,NBA_fg%,NBA_ppg,NBA_ft%,NBA_fgpg,NBA_fgapg,NBA_ftpg,NBA_ftapg,NBA_3ptpg,NBA_3ptapg,NBA_3pt%,NBA_efg%,NCAA_fg%,NCAA_games,NCAA_ppg,NCAA_ft,NCAA_fgpg,NCAA_fgapg,NCAA_ftpg,NCAA_ftapg,NCAA_3ptpg,NCAA_3ptapg,NCAA_3pt%,go_college
171,Deandre Ayton,83,250.0,1998-07-23,2019,2022,C,3,Arizona,192,20.3,0.591,15.9,0.748,7.0,11.9,1.9,2.5,0.0,0.2,0.19,0.593,0.612,35.0,20.1,0.733,7.9,12.9,4.0,5.5,0.3,1.0,0.343,True
172,Kelenna Azubuike,77,220.0,1983-12-16,2007,2012,G,5,Kentucky,208,14.3,0.459,10.5,0.77,3.9,8.4,1.8,2.3,1.0,2.5,0.409,0.519,0.485,97.0,10.0,0.752,3.6,7.5,1.7,2.3,1.0,2.6,0.373,True
173,Udoka Azubuike,82,280.0,1999-09-17,2021,2022,C,1,Kansas,19,10.7,0.5,0.9,0.8,0.3,0.5,0.4,0.5,0.0,0.0,0.0,0.5,0.746,87.0,12.3,0.416,5.4,7.2,1.5,3.6,0.0,0.0,,True
174,Chris Babb,77,225.0,1990-02-14,2014,2014,G,0,"Penn State, Iowa State",14,3.7,0.267,1.6,0.0,0.6,2.1,0.0,0.0,0.4,1.9,0.222,0.367,0.377,130.0,7.2,0.733,2.3,6.2,0.9,1.2,1.7,4.7,0.359,True
175,Luke Babbitt,81,225.0,1989-06-20,2011,2018,F,7,Nevada,381,10.1,0.408,4.8,0.747,1.7,4.2,0.3,0.4,1.0,2.6,0.402,0.532,0.48,68.0,19.4,0.893,6.5,13.6,5.2,5.8,1.1,2.6,0.421,True
176,Miloš Babić,84,240.0,1968-11-23,1991,1992,C-F,1,Tennessee Technological University,21,10.9,0.375,1.8,0.65,0.6,1.5,0.6,1.0,0.0,0.0,0.0,0.375,0.468,80.0,12.2,0.667,4.8,10.3,2.6,3.8,0.0,0.1,0.286,True
177,Johnny Bach,74,180.0,1924-07-10,1949,1949,F-G,0,Fordham,34,-,0.286,3.5,0.68,1.0,3.5,1.5,2.2,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
178,Dwayne Bacon,78,221.0,1995-08-30,2018,2021,G,3,Florida State,207,8.9,0.402,7.3,0.78,2.8,6.9,1.1,1.4,0.6,2.0,0.314,0.447,0.449,69.0,16.5,0.733,6.1,13.5,3.1,4.2,1.3,4.1,0.312,True
179,Henry Bacon,75,205.0,1948-07-05,1973,1973,G,0,Louisville,47,4.3,0.366,3.5,0.603,1.3,3.5,0.9,1.6,0.0,0.2,0.2,0.372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
180,Jim Baechtold,76,205.0,1927-12-09,1953,1957,F-G,4,Eastern Kentucky University,321,13.1,0.388,9.7,0.783,3.5,9.0,2.8,3.5,0.0,0.0,0.0,,,23.0,19.2,,7.2,,4.8,,0.0,0.0,0.0,True
181,Dalibor Bagarić,85,255.0,1980-02-07,2001,2003,C,2,nan,95,7.0,0.361,2.6,0.559,1.0,2.8,0.6,1.1,0.0,0.0,0.0,0.361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
182,John Bagley,72,185.0,1960-04-23,1983,1994,G,11,Boston College,665,13.0,0.437,8.7,0.779,3.5,8.1,1.5,1.9,0.2,0.7,0.241,0.448,0.496,91.0,17.9,0.778,6.5,13.2,4.8,6.2,0.0,0.0,0.0,True
183,Marvin Bagley III,83,235.0,1999-03-14,2019,2022,F-C,3,Duke,126,17.3,0.499,14.0,0.661,5.5,11.1,2.3,3.5,0.6,1.9,0.313,0.526,0.614,33.0,21.0,0.627,8.2,13.3,4.0,6.3,0.7,1.8,0.397,True
184,Carl Bailey,84,210.0,1958-04-23,1982,1982,C,0,Tuskegee University,1,-6.8,1.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
185,Gus Bailey,77,185.0,1951-02-18,1975,1980,G-F,5,Texas-El Paso,147,11.3,0.406,2.6,0.51,1.1,2.6,0.5,1.0,0.1,0.1,1.0,0.408,0.511,76.0,12.3,0.595,4.4,8.7,3.5,5.8,0.0,0.0,0.0,True
186,James Bailey,81,220.0,1957-05-21,1980,1988,F-C,8,Rutgers University,595,13.0,0.484,8.8,0.703,3.4,7.1,1.9,2.8,0.0,0.0,0.077,0.484,0.545,122.0,16.7,0.655,7.0,12.8,2.8,4.2,0.0,0.0,0.0,True
187,Thurl Bailey,83,215.0,1961-04-07,1984,1999,F-C,15,NC State,928,14.3,0.473,12.8,0.812,5.1,10.8,2.5,3.1,0.0,0.0,0.114,0.473,0.513,123.0,12.1,0.745,5.0,9.7,2.1,2.9,0.0,0.0,0.0,True
188,Toby Bailey,78,213.0,1975-11-19,1999,2000,G,1,UCLA,73,11.0,0.407,3.3,0.692,1.3,3.1,0.7,1.1,0.0,0.2,0.2,0.414,0.459,129.0,14.3,0.667,5.3,11.5,2.5,3.7,1.3,3.9,0.341,True
189,Cameron Bairstow,81,250.0,1990-12-07,2015,2016,F-C,1,New Mexico,36,5.0,0.296,1.2,0.846,0.4,1.5,0.3,0.4,0.0,0.1,0.2,0.306,0.517,134.0,9.2,0.717,3.1,6.0,3.0,4.2,0.0,0.0,0.333,True
190,Jimmie Baker,81,220.0,1953-12-25,1976,1976,F,0,Hawaii,5,-3.2,0.2,1.2,0.0,0.6,3.0,0.0,0.4,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
191,Mark Baker,73,175.0,1969-11-11,1999,1999,G,0,Ohio State,1,-46.6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.508,92.0,10.6,0.676,3.8,7.5,2.9,4.3,0.1,0.3,0.192,True
192,Maurice Baker,73,175.0,1979-07-28,2005,2005,G,0,Oklahoma State,5,-0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.481,59.0,16.4,0.819,5.6,11.7,3.3,4.0,1.8,4.6,0.391,True
193,Norm Baker,72,180.0,1923-02-17,1947,1947,G,0,nan,4,-,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
194,Ron Baker,76,220.0,1993-03-30,2017,2019,G,2,Wichita State,96,7.4,0.358,3.1,0.707,1.1,3.1,0.6,0.8,0.4,1.4,0.265,0.417,0.433,124.0,13.2,0.801,4.2,9.7,2.8,3.5,2.0,5.3,0.369,True
195,Vin Baker,83,232.0,1971-11-23,1994,2006,F,12,University of Hartford,791,16.3,0.485,15.0,0.638,5.9,12.2,3.1,4.8,0.0,0.2,0.215,0.487,0.475,112.0,20.0,0.637,7.7,16.2,4.0,6.2,0.7,2.2,0.3,True
196,Wade Baldwin,76,200.0,1996-03-29,2017,2019,G,2,Vanderbilt,56,7.1,0.355,3.1,0.776,1.1,3.0,0.8,1.0,0.2,0.6,0.25,0.382,0.431,68.0,11.6,0.8,3.4,8.0,3.5,4.4,1.2,2.9,0.422,True
197,Renaldo Balkman,80,208.0,1984-07-14,2007,2012,F,5,South Carolina,221,14.3,0.51,4.0,0.542,1.7,3.3,0.7,1.2,0.0,0.3,0.172,0.518,0.553,104.0,7.4,0.533,3.0,5.5,1.2,2.2,0.2,0.5,0.291,True
198,Cedric Ball,80,210.0,1968-04-16,1991,1991,F,0,UNC Charlotte,7,10.8,0.375,1.1,1.0,0.4,1.1,0.3,0.3,0.0,0.0,0.0,0.375,0.569,88.0,10.2,0.599,3.8,6.7,2.6,4.3,0.0,0.0,0.0,True
199,LaMelo Ball,79,180.0,2001-08-22,2021,2022,G,1,nan,73,18.5,0.428,16.8,0.796,6.2,14.4,2.5,3.1,2.1,5.7,0.362,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
200,Lonzo Ball,78,190.0,1997-10-27,2018,2022,G,4,UCLA,238,13.2,0.398,11.8,0.566,4.4,11.1,0.6,1.1,2.3,6.4,0.361,0.502,0.551,36.0,14.6,0.673,5.3,9.5,1.8,2.7,2.2,5.4,0.412,True
201,Greg Ballard,79,215.0,1955-01-29,1978,1989,F,11,Oregon,802,15.7,0.472,12.4,0.787,5.3,11.1,1.8,2.3,0.1,0.4,0.338,0.477,0.51,115.0,15.9,0.778,5.9,11.5,4.2,5.4,0.0,0.0,0.0,True
202,Herschel Baltimore,76,195.0,1921-06-21,1947,1947,F,0,Penn State,58,-,0.202,2.4,0.464,0.9,4.5,0.6,1.2,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
203,Mo Bamba,84,231.0,1998-05-12,2019,2022,C,3,Texas,175,17.0,0.467,6.9,0.653,2.7,5.8,0.7,1.1,0.7,2.2,0.328,0.528,0.541,30.0,12.9,0.681,4.9,9.0,2.7,4.0,0.5,1.7,0.275,True
204,Desmond Bane,77,215.0,1998-06-25,2021,2022,G,1,TCU,88,13.0,0.469,10.6,0.849,4.0,8.6,0.7,0.8,1.9,4.6,0.416,0.58,0.495,141.0,12.7,0.804,4.7,9.4,1.5,1.9,1.8,4.1,0.433,True
205,Gene Banks,79,215.0,1959-05-15,1982,1987,F-G,5,Duke,468,15.1,0.539,11.3,0.73,4.6,8.5,2.2,3.0,0.0,0.1,0.043,0.539,0.531,124.0,16.8,0.722,6.7,12.6,3.4,4.8,0.0,0.0,0.0,True
206,Marcus Banks,74,200.0,1981-11-19,2004,2011,G,7,UNLV,348,12.2,0.432,5.9,0.768,2.1,4.9,1.3,1.7,0.4,1.1,0.327,0.469,0.495,63.0,18.1,0.731,6.0,12.2,5.0,6.8,1.0,3.1,0.33,True
207,Walker Banks,82,205.0,1947-08-26,1971,1971,C,0,Western Kentucky,16,6.4,0.5,2.6,0.412,1.1,2.1,0.4,1.1,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
208,Ken Bannister,81,235.0,1960-04-01,1985,1991,F-C,6,"Indiana State University, Saint Augustine's College",253,8.9,0.488,5.9,0.492,2.3,4.8,1.3,2.6,0.0,0.0,0.0,0.488,0.503,27.0,13.9,0.59,5.7,11.3,2.6,4.3,0.0,0.0,0.0,True
209,Mike Bantom,81,200.0,1951-12-03,1974,1982,F-C,8,Saint Joseph's,706,14.3,0.468,12.1,0.692,4.9,10.4,2.4,3.4,0.0,0.1,0.2,0.468,0.476,84.0,20.0,0.697,7.8,16.4,4.4,6.3,0.0,0.0,0.0,True
210,Dalano Banton,81,204.0,1999-11-07,2022,2022,G-F,0,Nebraska,21,12.6,0.507,4.7,0.75,1.8,3.6,0.9,1.1,0.2,0.7,0.333,0.54,0.408,58.0,6.3,0.631,2.2,5.4,1.3,2.1,0.5,2.0,0.237,True
211,John Barber,78,210.0,1927-06-27,1957,1957,F,0,"California State University, Los Angeles",5,4.2,0.25,1.4,0.5,0.4,1.6,0.6,1.2,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
212,Leandro Barbosa,75,194.0,1982-11-28,2004,2017,G,13,nan,850,15.1,0.459,10.6,0.821,4.0,8.7,1.5,1.8,1.2,3.0,0.387,0.526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
213,Steve Bardo,77,190.0,1968-04-05,1992,1996,G,4,Illinois,33,8.1,0.329,2.2,0.696,0.8,2.6,0.5,0.7,0.0,0.3,0.1,0.335,0.439,129.0,7.0,0.701,2.4,5.6,1.7,2.4,0.5,1.0,0.455,True
214,J.J. Barea,70,180.0,1984-06-26,2007,2020,G,13,Northeastern University,831,14.5,0.424,8.9,0.794,3.4,8.0,1.1,1.4,1.0,2.8,0.352,0.485,0.404,113.0,20.3,0.764,6.9,17.1,4.2,5.5,2.3,7.0,0.321,True
215,Andrea Bargnani,84,245.0,1985-10-26,2007,2016,F-C,9,nan,550,14.4,0.439,14.3,0.824,5.3,12.1,2.5,3.0,1.1,3.2,0.354,0.486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
216,Cliff Barker,74,185.0,1921-01-15,1950,1952,G,2,Kentucky,149,10.8,0.316,3.7,0.662,1.3,4.3,1.0,1.6,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
217,Tom Barker,83,225.0,1955-03-11,1977,1979,C-F,2,Hawaii,98,10.9,0.422,6.5,0.692,2.6,6.0,1.4,2.1,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
218,Charles Barkley,78,252.0,1963-02-20,1985,2000,F,15,Auburn,1073,24.6,0.541,22.1,0.735,7.9,14.5,5.9,8.1,0.5,1.9,0.266,0.558,0.626,84.0,14.1,0.652,5.6,8.9,3.0,4.5,0.0,0.0,0.0,True
219,Erick Barkley,73,177.0,1978-02-21,2001,2002,G,1,St. John's,27,9.9,0.356,2.9,0.9,1.2,3.3,0.3,0.4,0.1,0.6,0.267,0.378,0.396,65.0,14.6,0.727,4.9,12.3,3.2,4.4,1.6,5.0,0.328,True
220,Don Barksdale,78,200.0,1923-03-31,1952,1955,F-C,3,UCLA,262,15.5,0.37,11.0,0.66,3.9,10.5,3.3,5.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
221,Harrison Barnes,80,225.0,1992-05-30,2013,2022,F,9,UNC,689,13.6,0.453,14.0,0.803,5.1,11.3,2.5,3.1,1.3,3.4,0.377,0.51,0.43,75.0,16.3,0.734,5.8,13.6,3.1,4.3,1.5,4.4,0.349,True
222,Harry Barnes,75,205.0,1945-07-25,1969,1969,F,0,Northeastern University,22,2.4,0.281,2.0,0.538,0.8,2.9,0.3,0.6,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
223,Jim Barnes,80,210.0,1941-04-13,1965,1971,C-F,6,Texas-El Paso,454,12.5,0.429,8.8,0.684,3.4,7.9,2.0,2.9,0.0,0.0,0.0,,0.539,54.0,24.2,0.749,8.6,16.0,7.0,9.4,0.0,0.0,0.0,True
224,Marvin Barnes,80,210.0,1952-07-27,1975,1980,F-C,5,Providence,315,18.1,0.481,16.0,0.691,6.7,13.8,2.7,3.9,0.0,0.1,0.214,0.481,0.515,89.0,20.7,0.67,8.7,16.8,3.4,5.0,0.0,0.0,0.0,True
225,Matt Barnes,79,226.0,1980-03-09,2004,2017,F,13,UCLA,929,12.7,0.436,8.2,0.745,3.0,6.9,1.1,1.5,1.1,3.2,0.335,0.513,0.469,121.0,8.8,0.566,3.3,7.1,1.7,2.9,0.5,1.6,0.314,True
226,Scottie Barnes,81,227.0,2001-08-01,2022,2022,G-F,0,Florida State,19,16.8,0.485,15.2,0.73,6.2,12.7,2.4,3.3,0.5,1.5,0.321,0.504,0.503,24.0,10.3,0.621,4.1,8.1,1.7,2.8,0.5,1.7,0.275,True
227,Dick Barnett,76,190.0,1936-10-02,1960,1974,G-F,14,Tennessee State,971,14.7,0.456,15.8,0.761,6.2,13.6,3.4,4.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
228,Jim Barnett,76,170.0,1944-07-07,1967,1977,G-F,10,Oregon,732,14.6,0.435,11.7,0.797,4.5,10.4,2.6,3.2,0.0,0.0,0.0,,0.423,75.0,17.7,0.759,6.2,14.6,5.3,7.0,0.0,0.0,0.0,True
229,Nathaniel Barnett,75,175.0,1953-01-29,1976,1976,G,0,University of Akron,12,4.9,0.462,2.3,0.375,1.0,2.2,0.3,0.7,0.0,0.1,0.0,0.462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
230,John Barnhill,73,180.0,1938-03-20,1963,1972,G,9,Tennessee State,589,10.7,0.406,8.6,0.658,3.4,8.5,1.6,2.4,0.7,2.8,0.236,0.416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
231,Norton Barnhill,76,205.0,1953-07-15,1977,1977,G,0,Washington State,4,4.7,0.333,1.0,0.0,0.5,1.5,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
232,Leo Barnhorst,76,190.0,1924-05-11,1950,1954,F-G,4,Notre Dame,344,14.2,0.368,9.4,0.665,3.9,10.7,1.5,2.3,0.0,0.0,0.0,,0.377,48.0,11.9,0.642,4.8,12.7,2.4,3.7,0.0,0.0,0.0,True
233,John Barr,75,205.0,1918-08-18,1947,1947,F,0,Penn State,58,-,0.283,5.1,0.595,2.1,7.6,0.8,1.4,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
234,Mike Barr,75,180.0,1950-10-19,1973,1977,G,4,Duquesne,307,9.6,0.479,5.9,0.753,2.5,5.1,0.9,1.3,0.0,0.1,0.333,0.482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
235,Moe Barr,76,195.0,1944-06-19,1971,1971,G,0,Duquesne,31,11.9,0.403,2.0,0.846,0.8,2.0,0.4,0.4,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
236,Andre Barrett,70,172.0,1982-02-21,2005,2008,G,3,Seton Hall,67,9.6,0.369,3.3,0.727,1.3,3.6,0.4,0.5,0.3,1.0,0.246,0.405,0.415,122.0,15.3,0.773,5.1,12.4,3.0,3.9,2.0,5.7,0.351,True
237,Ernie Barrett,75,180.0,1929-08-27,1954,1956,G-F,2,Kansas State,131,9.3,0.369,4.9,0.748,2.0,5.5,0.8,1.1,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
238,Mike Barrett,74,155.0,1943-09-05,1970,1973,G,3,West Virginia Tech,187,12.4,0.44,13.4,0.746,5.2,11.8,2.4,3.3,0.5,1.6,0.31,0.461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
239,RJ Barrett,78,214.0,2000-06-14,2020,2022,G-F,2,Duke,148,12.1,0.421,15.9,0.684,5.8,13.9,2.8,4.0,1.5,4.1,0.361,0.474,0.454,38.0,22.6,0.665,8.4,18.5,3.9,5.9,1.9,6.2,0.308,True
240,Earl Barron,84,250.0,1981-08-14,2006,2015,C,9,Memphis,140,8.6,0.371,4.6,0.702,1.8,4.9,0.9,1.3,0.0,0.1,0.167,0.373,0.479,128.0,7.8,0.685,2.8,5.9,2.2,3.2,0.0,0.2,0.174,True
241,Dana Barros,71,163.0,1967-04-13,1990,2004,G,14,Boston College,850,16.4,0.46,10.5,0.858,3.9,8.4,1.5,1.7,1.3,3.1,0.411,0.536,0.473,119.0,19.7,0.841,6.9,14.6,3.4,4.0,,,0.432,True
242,Brent Barry,78,185.0,1971-12-31,1996,2009,G,13,Oregon State,912,15.7,0.46,9.3,0.823,3.2,6.9,1.4,1.7,1.5,3.8,0.405,0.57,0.48,108.0,12.1,0.794,4.0,8.4,2.8,3.5,1.2,3.5,0.345,True
243,Drew Barry,77,191.0,1973-02-17,1998,2000,G,2,Georgia Tech,60,9.8,0.417,2.2,0.774,0.7,1.7,0.4,0.5,0.4,1.1,0.381,0.534,0.447,117.0,10.7,0.778,3.5,7.8,2.2,2.8,1.5,4.1,0.369,True
244,Jon Barry,76,195.0,1969-07-25,1993,2006,G,13,"University of the Pacific, Georgia Tech",821,14.7,0.434,5.7,0.848,1.9,4.5,1.1,1.2,0.8,2.0,0.392,0.524,0.421,94.0,14.4,0.717,5.1,12.1,2.1,2.9,2.1,5.7,0.371,True
245,Rick Barry,79,205.0,1944-03-28,1966,1980,F,14,Miami (FL),1020,21.0,0.456,24.8,0.893,9.5,20.9,5.6,6.3,0.6,2.0,0.297,0.46,0.522,77.0,29.8,0.847,10.6,20.3,8.6,10.2,0.0,0.0,0.0,True
246,Ed Bartels,77,195.0,1925-10-08,1950,1951,F,1,NC State,32,-,0.251,4.2,0.538,1.4,5.7,1.3,2.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
247,Vic Bartolome,84,230.0,1948-09-29,1972,1972,C,0,Oregon State,38,4.4,0.254,0.9,0.8,0.4,1.6,0.1,0.1,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
248,Will Barton,78,181.0,1991-01-06,2013,2022,G,9,Memphis,569,14.4,0.434,11.4,0.783,4.2,9.7,1.7,2.2,1.2,3.5,0.353,0.498,0.471,70.0,15.2,0.733,5.7,12.0,2.7,3.7,1.1,3.6,0.299,True
249,Eddie Basden,77,215.0,1983-02-15,2006,2006,G,0,UNC Charlotte,19,10.3,0.405,2.1,0.8,0.8,1.9,0.4,0.5,0.1,0.4,0.143,0.419,0.491,118.0,9.0,0.687,3.1,6.3,2.5,3.6,0.4,1.0,0.353,True
250,Jerry Baskerville,79,190.0,1951-11-10,1976,1976,F,0,Temple,21,8.0,0.308,1.2,0.625,0.4,1.2,0.5,0.8,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
251,Brandon Bass,80,250.0,1985-04-30,2006,2017,F,11,LSU,758,15.3,0.499,8.7,0.832,3.4,6.8,1.9,2.3,0.0,0.1,0.207,0.5,0.54,59.0,15.1,0.78,5.1,9.5,4.6,5.8,0.3,0.8,0.378,True
252,Tim Bassett,80,225.0,1951-04-01,1974,1980,F-C,6,Georgia,473,10.2,0.423,6.2,0.588,2.6,6.1,1.0,1.8,0.0,0.1,0.286,0.424,0.497,52.0,14.4,0.542,6.3,12.7,1.7,3.2,0.0,0.0,0.0,True
253,Charles Bassey,83,235.0,2000-10-28,2022,2022,C,0,Western Kentucky,10,20.4,0.667,2.9,0.714,1.2,1.8,0.5,0.7,0.0,0.3,0.0,0.667,0.596,72.0,15.9,0.768,6.1,10.2,3.3,4.3,0.4,1.3,0.319,True
